fter 0 training step(s),loss on training batch is 8.42337.The batch test accuracy = 0 , 0 ，0.
After 27600 training step(s),loss on training batch is 0.783726.The batch test accuracy = 0.984375 , 1 ，1.
After 27700 training step(s),loss on training batch is 0.842732.The batch test accuracy = 0.976562 , 1 ，1.
After 27800 training step(s),loss on training batch is 0.854062.The batch test accuracy = 0.96875 , 1 ，1.
After 27900 training step(s),loss on training batch is 0.837344.The batch test accuracy = 0.96875 , 0.992188 ，0.992188.
After 28000 training step(s),loss on training batch is 0.897377.The batch test accuracy = 0.960938 , 0.992188 ，0.992188.
After 28100 training step(s),loss on training batch is 0.887758.The batch test accuracy = 0.953125 , 1 ，1.
After 28200 training step(s),loss on training batch is 0.843638.The batch test accuracy = 0.953125 , 0.992188 ，0.992188.
After 28300 training step(s),loss on training batch is 0.868931.The batch test accuracy = 0.984375 , 1 ，1.
After 28400 training step(s),loss on training batch is 0.862732.The batch test accuracy = 0.976562 , 1 ，1.
After 28500 training step(s),loss on training batch is 0.846625.The batch test accuracy = 0.960938 , 0.992188 ，0.992188.
After 28600 training step(s),loss on training batch is 0.926721.The batch test accuracy = 0.976562 , 1 ，1.
After 28700 training step(s),loss on training batch is 0.81497.The batch test accuracy = 0.953125 , 0.992188 ，0.992188.
After 28800 training step(s),loss on training batch is 0.886228.The batch test accuracy = 0.945312 , 0.992188 ，1.
After 28900 training step(s),loss on training batch is 1.02651.The batch test accuracy = 0.90625 , 0.984375 ，0.984375.
After 29000 training step(s),loss on training batch is 0.934175.The batch test accuracy = 0.976562 , 0.984375 ，0.992188.
After 29100 training step(s),loss on training batch is 0.855078.The batch test accuracy = 0.953125 , 0.992188 ，0.992188.
After 29200 training step(s),loss on training batch is 0.869758.The batch test accuracy = 0.960938 , 0.992188 ，0.992188.
After 29300 training step(s),loss on training batch is 0.894342.The batch test accuracy = 0.976562 , 1 ，1.
After 29400 training step(s),loss on training batch is 0.889946.The batch test accuracy = 0.960938 , 0.984375 ，0.992188.
After 29500 training step(s),loss on training batch is 0.976811.The batch test accuracy = 0.976562 , 0.992188 ，0.992188.
After 29600 training step(s),loss on training batch is 0.805076.The batch test accuracy = 0.96875 , 0.992188 ，1.
After 29700 training step(s),loss on training batch is 0.899569.The batch test accuracy = 0.9375 , 0.992188 ，0.992188.
After 29800 training step(s),loss on training batch is 0.88013.The batch test accuracy = 0.984375 , 0.992188 ，0.992188.
After 29900 training step(s),loss on training batch is 0.943829.The batch test accuracy = 0.96875 , 0.992188 ，1.
